Company_Name,Month,Revenue,COGS,Operating_Expenses,Accounts_Receivable,Accounts_Payable,Taxes_Paid,CapEx,Asset_Sale_Proceeds,Investments_Bought,Investments_Sold,Debt_Raised,Debt_Repaid,Interest_Paid,Equity_Issued,Dividends_Paid,Net_Cash_Flow
Marico,2021-03-01,105858573.09315701,45877154.48076673,13491873.252533142,15809249.007829262,12258001.27645773,11622386.339964285,1264564,55983,710822,993502,431890.0,452384,358975,41753,1771426.0,34373148.01989286
Marico,2021-04-01,339219341.096446,202513043.04471368,36046708.79922187,49400091.514401525,38927292.068294115,25164897.313127607,13406008,736594,5168212,454525,11811751.0,393592,2979200,370963,5106431.0,69923341.93938282
Marico,2021-05-01,113649368.93037929,48359814.03705427,13114990.465751864,9325050.429115826,16135596.469642445,13043641.106893288,2019615,544698,2219702,1436532,3182310.0,1771175,466373,388288,799976.0,40055146.320679866
Marico,2021-06-01,369760995.2610203,176999190.97323516,45980039.1832214,24003852.109308235,27524844.919892434,36695441.276140936,5292717,870378,5056101,1543644,9824448.0,7858482,1228317,1752870,,111975975.82842281
Marico,2021-07-01,413676157.0817569,245848875.9964187,53687089.38944461,46869645.501409106,58443854.94138498,28535047.92397339,18950172,300149,4455868,3519595,,5686882,1764885,990688,,59557768.771920174
Marico,2021-08-01,164633833.58701417,102364705.82689199,28193062.239567086,9542355.207151579,23157763.236523993,8519016.380138773,3557237,197087,608562,2570470,5237436.0,1485291,1102592,887069,1758171.0,29396243.14041632
Marico,2021-09-01,418593471.3092855,237482755.36953196,61850546.024674475,29945616.326334532,21355084.75193205,29815042.47876977,19072190,666808,7197624,5179303,,2057651,2419971,2941886,,67485688.43630931
Marico,2021-10-01,233664867.26648942,140690427.13341135,42206557.2463267,27307935.023013655,29426531.368232697,12691970.721687842,6508829,421806,3682005,1806590,689087.0,4889062,621761,690691,950735.0,30802561.16506353
Marico,2021-11-01,204169937.67014182,115012391.38071832,24407196.26114289,23178312.4140773,11088480.226897819,16187587.50707015,7559768,1233801,1682426,1743960,,1841137,1248394,353842,,39562640.52121045
Marico,2021-12-01,372989067.60855,160621795.13873345,41105479.9323578,,24399943.4784553,42815448.134364694,5814323,3403276,6412871,2573402,10486459.0,10989672,2349867,3152837,2171475.0,132682287.40309408
Marico,2022-01-01,167993196.01709992,69549641.07406504,20080474.351563975,23411768.665172808,19322544.57906308,19590770.147867724,4152489,1413249,2438302,1913623,985176.0,3069259,778869,221689,2710657.0,56493567.44360317
Marico,2022-02-01,216708549.6177028,92849191.49969897,42813376.98723432,20064976.652239796,10883543.757136514,20261495.28269238,7688750,686071,1168169,2996275,6596482.0,5569176,565068,414217,226280.0,62206394.84807714
Marico,2022-03-01,316266354.26335526,201895037.70576102,57264775.98221932,38413729.99630852,18457351.898038827,14276635.143843729,9006869,2462727,4891690,5355304,14545027.0,4439757,653187,534295,2014996.0,51294404.43153119
Marico,2022-04-01,412294165.87346447,242041205.21038073,49756962.00650084,54670674.369298734,45988615.765096515,30123999.664145723,9238090,3521329,7085635,6758656,14363324.0,3770882,2440428,63409,4192700.0,98691582.99243717
Marico,2022-05-01,426903108.5545185,285856954.7046972,49971969.7232983,39503943.25101265,62349987.36778593,22768546.03163076,5275302,24432,5167505,2386041,18772739.0,2480016,1307182,2000080,961836.0,79046043.09489228
Marico,2022-06-01,207935472.89541426,97577995.64148644,37202817.83624305,30106689.401418902,29486949.48224828,18288664.854421195,8997703,131070,569926,194216,5585307.0,2125132,2068687,500116,1730947.0,51208958.56326358
Marico,2022-07-01,442249269.5847896,306233702.58284056,77993516.59566653,59780591.23146712,44474778.73058451,14505512.601570621,15959248,1785922,1671953,1113946,18790350.0,12049005,1697173,4394602,3453103.0,47575554.80471186
Marico,2022-08-01,294689041.7162258,141954726.00940463,46973306.174542665,36919393.7164183,22823561.473384768,26440252.383069627,10174239,2439185,4882561,1199750,5980974.0,880506,458766,1324527,5318645.0,73883866.14920887
Marico,2022-09-01,121928406.70798953,56485662.35810307,13138191.335008522,18251694.864954874,,13076138.253719484,3058231,906071,1166602,1565188,5882653.0,2193289,483812,420503,1417658.0,43357493.76115845
Marico,2022-10-01,301132846.38330543,194306663.42724535,46575262.83422314,42723130.27738009,29681114.81264554,15062730.030459236,9866807,2075112,4768954,1100862,7001423.0,344618,1542888,2316009,,40729826.091377705
Marico,2022-11-01,377508701.2041577,164376776.1702224,41255040.571089655,24843679.148587815,49563892.53317046,42969221.11571141,14823439,3109151,3957974,7096089,1229566.0,9884015,963984,169160,5201476.0,121561056.34713423
Marico,2022-12-01,261679530.38902703,155863005.10722438,36029067.466308504,33555029.18145021,36876427.473378696,17446864.453873537,6788003,1012044,2646762,1190927,10638848.0,1129191,335663,798489,,55747647.36162061
Marico,2023-01-01,280180354.6915546,133214638.77874203,48107334.322643965,25434511.54780888,15679790.854592828,24714595.397542156,2945092,1828976,1725807,1578043,5495020.0,2906749,55012,605380,1520339.0,78374926.19262648
Marico,2023-02-01,408353986.11175543,210415779.9367396,66554633.75231938,28333434.317499857,31032423.832927242,32845893.105674114,18253061,3639000,3390239,5407380,546287.0,5344016,1768648,2913945,,86487046.31702234
Marico,2023-03-01,212939992.89455315,110144383.38683449,27627371.61405872,23405526.463541623,18345640.995460466,18792059.473414987,3967347,1455897,3109254,898444,2241442.0,4474334,1852137,428596,1967588.0,53895360.42024496
Marico,2023-04-01,473903850.77562183,192406181.13510594,71448868.4841737,28988160.407862674,37070462.52401733,52512200.28908555,22896552,3839980,8433813,6046983,7610477.0,13235217,4158189,3309429,3199699.0,143703675.86725664
Marico,2023-05-01,176126524.58744097,116334780.95661345,18135105.62468474,19236489.112196233,25617594.894680653,10414159.501535695,5984501,455952,586007,1638279,7404445.0,4119473,85141,630935,2743065.0,34170646.50460708
Marico,2023-06-01,355124474.7149177,208796380.99400103,59154814.002073474,27398794.92846175,31334810.132655203,21793319.929710805,17102933,1349041,4799785,6366918,725603.0,9408906,3498174,661353,2280240.0,51918803.789132416
Marico,2023-07-01,219772213.52839282,100988334.47159994,41938922.821052685,14533087.956820525,28507659.242441427,19211239.05893505,4638195,1714249,2598848,2625580,1525264.0,1575656,1247206,1823294,1500566.0,56261767.17680515
Marico,2023-08-01,492390520.3381633,224331404.1817413,64056029.26381071,41766382.380840786,,51000771.72315283,23602515,597624,3005129,9827584,24569473.0,10177372,3962409,2246152,5287519.0,161389352.1694585
Marico,2023-09-01,162937961.32710826,96088228.60045424,25621429.821616303,15024607.955211109,8423159.729951078,10307075.726259429,2357559,785750,87272,2508928,,867902,1390411,1512165,2922685.0,28102241.178778287
Marico,2023-10-01,271590823.54498106,144461379.56733143,51394608.20425758,33063371.361318894,30797606.49270995,18933708.943348013,5831171,2279514,18580,1801245,2490829.0,7582330,114048,1822444,5365527.0,57522963.83004404
Marico,2023-11-01,320456675.91535157,158896091.80848172,41300692.08991868,26515906.718716558,40640227.45705506,30064973.004237793,8951028,3179625,3978910,542469,10341718.0,2640308,2121259,541360,2321799.0,91328793.01271337
Marico,2023-12-01,371952593.6865096,222452676.8751969,50387980.2080281,37920982.297514096,27072807.659894723,24777984.15082115,17025858,2395442,1535189,7203869,14724632.0,7588889,1767543,3371720,1993095.0,80096848.45246345
M&M Financial,2021-01-01,384726074.093808,208161833.83240983,64462937.184864275,33426871.84477566,25915590.629772674,28025325.76913347,4158559,2452477,3309207,5377242,14807835.0,2682722,913623,3126430,4253250.0,99245765.3074004
M&M Financial,2021-02-01,258957854.05158752,159198885.12424785,40192870.39401302,24198063.40595364,26380343.28153449,14891524.633331664,7194868,1391778,484315,4305909,,2640783,312557,1554025,1176181.0,40117581.89999499
M&M Financial,2021-03-01,97408830.24940187,64656016.06178314,15526004.691130064,10081517.928345982,6150957.462280273,4306702.374122165,4199636,652366,1143105,1364106,3026145.0,1525001,491743,864827,1846023.0,12619983.122366495
M&M Financial,2021-04-01,166632131.45629808,114507269.44896488,23391493.747028727,19690927.15443092,19057071.489169475,7183342.065076119,3875882,762879,866549,1883038,7028122.0,2104537,1105322,808974,1164089.0,26481634.195228357
M&M Financial,2021-05-01,367859265.59031975,244918343.03457564,50655661.94487271,49751040.58472143,35725593.93513557,18071315.15271785,13267714,2930246,2118283,706752,11501668.0,3802181,3224749,1583547,,53966614.45815355
M&M Financial,2021-06-01,375327694.24730223,222264069.28195155,62787126.14813628,,46183375.360185705,22569124.7043036,18219613,2597250,7141393,5314090,,5296680,1877979,3304297,4945260.0,41442086.11291081
M&M Financial,2021-07-01,244616338.9338743,170595530.23827967,30823951.091185976,20116998.728086233,20575789.524767965,10799214.401102167,7230608,360788,767292,692572,7161882.0,5890685,2142608,2047657,3191151.0,32614985.2033065
M&M Financial,2021-08-01,278734589.611161,154792665.8754394,44021412.4257514,19032667.846588474,,19980127.827492546,6846280,2372225,5120564,3696342,1559070.0,1924545,1212673,1849796,190011.0,55601176.482477635
M&M Financial,2021-09-01,410007762.4061569,195372167.70862952,57335963.6383505,41185260.44031501,33739620.35120071,39324907.764794216,5408357,2692799,4613545,6193380,,5147828,1409375,3639520,2772933.0,111148384.29438265
M&M Financial,2021-10-01,333232732.70665246,184487333.64572197,36594111.05127365,21626667.77959088,37004273.30150189,28037822.00241421,8052351,647167,2952090,2262657,12435784.0,6889888,2825298,2098096,6064132.0,88454633.00724263
M&M Financial,2021-11-01,429175575.4854414,204118338.74731448,51358016.73386361,48329984.31845285,56764381.62369677,43424805.00106582,15903926,3066462,3633010,3608586,,870671,2173808,3754870,4285562.0,113837356.00319746
M&M Financial,2021-12-01,355515375.6691369,143695461.1961779,35925975.558392234,25482858.16170219,31140171.093239307,43973484.72864169,10276082,1593574,3002577,5690529,9545080.0,6241121,3347330,2416417,460249.0,135470978.18592507
M&M Financial,2022-01-01,317415275.56345034,134451027.25120038,31758108.833153885,16515721.427329374,18281533.914892208,37801534.86977402,7375461,1428959,1685277,5820905,2330985.0,6147883,1408607,2320955,3744738.0,113924715.60932207
M&M Financial,2022-02-01,176449015.42567962,100171182.71172419,34899301.73630178,20480665.387531027,15424055.895754265,10344632.744413413,8713965,131705,2112868,494748,2525646.0,2445066,774806,544665,,23359164.23324024
M&M Financial,2022-03-01,396779932.58842593,211863709.25712612,41430347.57294565,21429131.761992395,57266299.39698633,35871468.93958854,12612981,1988725,2272740,1850314,8678720.0,78131,3039721,2909504,7838452.0,105246444.81876561
M&M Financial,2022-04-01,421126646.34107995,221311063.88818294,80256175.83892079,59066402.00475321,,29889851.653494056,18392576,2197047,887324,2701799,713494.0,7090347,3551152,3112201,451207.0,76001994.96048217
M&M Financial,2022-05-01,264677163.80612972,149394279.66717586,33667184.975285634,28949134.670835175,22033091.08118877,20403924.790917058,12374124,1938948,928399,1805070,6660594.0,7026892,1254479,363537,493272.0,58313863.37275118
M&M Financial,2022-06-01,112178948.97444749,61230436.06038846,12549635.1962067,16491507.603551034,12611496.493730607,9599719.429463081,2150783,840439,1995253,1966136,4902053.0,26920,62467,989036,1195689.0,32361750.288389243
M&M Financial,2022-07-01,420397617.36585385,257810576.2300488,67402181.3572622,56952317.45529557,37401163.76297397,23796214.94463571,7552049,1401817,5477909,410367,1289361.0,4596126,2273528,2731042,,61460231.83390713
M&M Financial,2022-08-01,455468219.8995364,308423312.0448031,74332304.40038015,52040643.086385004,58510371.781958185,18178150.863588285,8361760,1427090,4010343,8406958,15862998.0,10176606,2458556,1835225,8751471.0,67859395.59076485
M&M Financial,2022-09-01,390003534.72591573,214308420.5066774,48659138.15336009,50030997.518324964,47152801.772525154,31758994.01646956,5641033,3244746,211378,773255,6459276.0,1361896,1830689,2141841,,99901848.04940867
M&M Financial,2022-10-01,200349113.90696505,116342738.28830029,33311090.72718111,16061841.095295006,11590968.69254265,12673821.222870912,4265245,1296595,3183057,1694684,2755817.0,1274027,171610,1997474,3199772.0,36320257.66861273
M&M Financial,2022-11-01,158701453.9586345,77359668.63783069,22260326.27407789,18883589.97241603,22842829.7355545,14770364.761681478,4588170,1232677,620861,2636945,2119540.0,1357181,1423350,997555,,45091225.28504443
M&M Financial,2022-12-01,295264126.84017235,202411051.73480543,58130315.28135701,23694617.507220812,20420892.799313948,8680689.956002476,4866979,632755,2213743,968268,7214357.0,7571412,1536857,68269,2869641.0,27776727.86800743
M&M Financial,2023-01-01,202027201.38334465,105875479.79532072,36978798.64216705,19078013.500140984,,14793230.736464221,9473319,50065,2794037,2874533,6671200.0,5072200,1867406,427455,1379419.0,41708134.20939267
M&M Financial,2023-02-01,447453870.09321696,243644818.8360455,54084621.684627354,66589707.27399954,61102662.49599656,37431107.393136024,17168995,103830,6523358,7240542,8934031.0,4841011,2305832,667984,6835991.0,104879372.17940807
M&M Financial,2023-03-01,324558398.109159,188765278.98243526,40461275.23399071,36053371.96622347,,23832960.97318326,12648542,1673058,919130,2948153,5806582.0,2258684,2847589,1166939,3992130.0,68359003.91954978
M&M Financial,2023-04-01,485911812.67819804,276648485.0313016,71059078.6830282,65474567.09606725,25610881.88311265,34551062.24096705,23934217,3638559,2986338,2174918,1566534.0,1828820,1584671,3180679,6815897.0,84112642.72290115
M&M Financial,2023-05-01,358631445.97610605,197072483.77034193,38416762.06562556,31714030.275659233,30687230.973020177,30785550.035034638,7322903,1903877,2834845,4827629,13004846.0,6233824,1673107,1262223,801987.0,101935254.10510391
M&M Financial,2023-06-01,150894143.21372193,61740411.69783875,28984329.674894005,16511290.212349994,12875726.571450487,15042350.460247293,5365649,106319,1720635,1080869,481199.0,4054487,213836,1213930,2589780.0,39709154.38074188
M&M Financial,2023-07-01,426530696.180192,235942632.94775298,57051301.52685279,36330688.51880701,48837147.814477906,33384190.426396556,16272303,1804170,440265,4801134,15878433.0,7022474,1567416,907420,7845368.0,105923740.27918968
M&M Financial,2023-08-01,236926645.43576893,156876532.6623724,38216625.00960353,19056508.611852106,25156116.575136617,10458371.940948248,9410042,211579,461347,1906309,7266547.0,1804352,1123249,735167,4015106.0,30888161.822844744
M&M Financial,2023-09-01,377825123.16470385,245090023.82942313,70758868.83938913,29750304.913004417,22826450.5279386,15494057.623972896,13890785,803205,1850656,6623752,17779806.0,1746610,3123202,87843,5624460.0,55947494.87191869
M&M Financial,2023-10-01,458084937.7510734,199928188.99645942,53556969.81115563,44789253.00912202,66207011.67609406,51149944.735864595,10691204,63871,5090112,1501989,1998324.0,5226333,2654423,3348580,8028339.0,141232702.2075938
M&M Financial,2023-11-01,190450766.64857733,88050791.64672105,36709976.44294992,27085355.398917846,23308961.274925306,16422499.63972659,5664027,1436769,1728761,2734993,1252456.0,1612102,1692418,1881891,1552290.0,47298928.91917977
M&M Financial,2023-12-01,300778236.92006034,179467729.52588534,59620132.63851402,29586217.174432434,26925457.222414896,15422593.688915243,7696702,745470,5601249,298641,1396968.0,3219804,236829,418205,4275795.0,35410909.06674573
PC Jeweller,2021-01-01,202762602.55756396,121327568.10142799,25967609.35790548,18173695.323481683,22120180.814702738,13866856.274557624,8038022,533686,3731156,1184166,7254412.0,260927,835888,2020370,822654.0,38803654.823672876
PC Jeweller,2021-02-01,417060011.6340073,179043128.50496945,51286144.32893106,,,46682684.70002669,12501437,161156,6277726,3181902,19582397.0,9632252,830096,3243255,7450292.0,144194346.10008007
PC Jeweller,2021-03-01,312760035.82759297,217892411.1419833,58607263.43596372,35432863.282619245,,9065090.312411487,4928728,876079,692443,709827,3027927.0,7262891,2871020,2423752,6067886.0,26187932.93723446
PC Jeweller,2021-04-01,115862232.5639907,55094466.279586285,17416386.899595,9291949.579487396,11658546.836080046,10837844.846202353,2394298,892306,2234180,1047701,,2058894,674049,397410,,27489530.53860706
PC Jeweller,2021-05-01,416790246.1627285,173153538.28850988,81021873.08550486,41136038.343350805,23519730.961177815,40653708.69717844,12765601,4159812,4229601,4942031,2565031.0,6217006,3011882,1663932,3475881.0,116632798.09153531
PC Jeweller,2021-06-01,238377741.31221554,102958393.66177776,45736316.94722223,22248589.045822844,16118673.183902225,22420757.675803885,3490553,129267,4217593,1187636,9739302.0,3046708,1093730,696944,4168662.0,70610332.02741165
PC Jeweller,2021-07-01,510208633.0071687,270875440.8418576,53648873.80859277,73962977.8815187,29208426.517538812,46421079.58917958,23826405,3196207,1499830,978264,9744518.0,161235,1276264,3914296,6995058.0,127855992.76753876
PC Jeweller,2021-08-01,233229269.06378323,117900294.34682247,44118929.12199504,,30863082.992081046,17802511.39874143,2856658,1650538,3228769,4396641,2893357.0,6996326,1246949,1063115,4497041.0,56262643.196224295
PC Jeweller,2021-09-01,508654422.09408796,248239379.2923858,87163647.0378953,42960586.779397346,,43312848.94095172,7004385,911449,3492335,3601343,16101275.0,1459923,467987,4292474,2418819.0,140055893.82285517
PC Jeweller,2021-10-01,297470130.80414397,179642720.97301754,56383600.69958435,,31544090.678101826,15360952.282885518,10802421,1695371,446416,1897935,3660612.0,52050,1082808,1533211,1391376.0,42087937.84865655
PC Jeweller,2021-11-01,201936502.6261632,101102268.75328392,33901382.14687363,20181399.116614476,28935668.45105564,16733212.931501416,9799003,675993,3985280,302579,7419875.0,1675764,531645,1640953,28820.0,44813802.79450425
PC Jeweller,2021-12-01,287910387.59039307,189061814.2027274,29715163.170318905,42161441.35140365,26435678.766726993,17283352.55433669,8379258,1110839,4251221,431587,3346810.0,7872967,2504558,2726919,3619149.0,44108814.66301007
PC Jeweller,2022-01-01,367415464.13019186,231335499.81110984,55150971.73500657,,22611952.038497217,20232248.146018863,9956689,2825398,5993286,2266687,13756167.0,6518598,517205,3190315,2419493.0,63595021.43805659
PC Jeweller,2022-02-01,427099830.64459115,279099753.3811789,54986663.59249232,41919290.069641694,,23253353.41772998,7875891,4223690,4216616,1525726,9283023.0,254734,2358148,4259840,7708942.0,72699992.25318995
PC Jeweller,2022-03-01,358764752.6537692,145157837.82411247,67873593.55769975,50971204.07390308,,36433330.317989245,10913394,1742821,4252117,575730,8266064.0,5185314,672499,1801336,1419817.0,104719094.95396774
PC Jeweller,2022-04-01,237749002.6941262,113546819.69373225,35488219.20900992,34508969.88106094,23205655.222213514,22178490.947846003,3744457,734552,1194826,2388202,133761.0,2785867,1902012,65768,4317003.0,64852704.84353801
PC Jeweller,2022-05-01,526443251.83279747,329836684.5853502,76684872.31518848,67029546.931859076,37281964.90432176,29980423.733064692,17649507,581431,9745260,2505434,11126577.0,9848420,3880054,1023384,4310667.0,76759946.19919407
PC Jeweller,2022-06-01,511269906.8780813,224274032.68908015,67624392.47008163,37220739.48694434,53117589.08168943,54842870.429729894,21235494,1453443,7524197,813509,5686709.0,14215533,941823,2772194,6490279.0,143722581.2891897
PC Jeweller,2022-07-01,342182838.2564847,200661361.12243682,64129700.70607351,40971751.30269365,34598514.417995304,19347944.10699359,4851269,1623518,6284518,3993823,,8383316,3321197,1905588,,42726461.32098077
PC Jeweller,2022-08-01,407131683.7424915,228041196.50289884,64900914.43241635,54645437.226216234,,28547393.201794073,5739023,2272624,2200015,2562144,361963.0,3780433,3489120,2375260,945246.0,82899872.60538222
PC Jeweller,2022-09-01,151557442.33048445,95765875.2836583,23786203.51184872,11682487.594999496,13717223.382444412,8001340.883744358,2948739,1110790,234563,2205074,,1127703,170731,35224,2382793.0,20490581.651233073
PC Jeweller,2022-10-01,297835380.5868717,119437005.6741132,31607577.01113994,22725091.447447956,31020932.63603231,36697699.475404635,9631563,1599127,3905189,3455426,10112911.0,7554759,2937064,2291203,3296543.0,111723810.4262139
PC Jeweller,2022-11-01,190908934.97092634,100240889.98505728,30484287.924037367,23013647.24101558,,15045939.265457924,4335485,1743517,886645,1534186,3776789.0,3112037,1721802,1760992,1069842.0,46970179.79637377
PC Jeweller,2022-12-01,442643373.99729633,308774501.3012303,59210529.2544352,34705045.04855134,25906017.364285603,18664585.860407706,6320002,1164587,368199,3230600,10502474.0,13014767,3067365,404075,5450226.0,64203217.581223115
PC Jeweller,2023-01-01,435662447.26015383,290502488.47243774,69476435.88881063,31199933.020529136,46886924.19697054,18920880.724726364,12165861,871552,4077067,7376524,9294793.0,10988600,3150421,3718417,1699154.0,58062583.17417909
PC Jeweller,2023-02-01,111402454.56701455,59264435.51011484,15658517.381384429,15823265.949138554,16620865.496309338,9119875.41887882,4174881,486632,1345105,919403,,3246066,765427,800415,1071282.0,18963315.25663646
PC Jeweller,2023-03-01,319160307.9877628,134205658.93333802,45802974.51215546,,21626596.234144654,34787918.63556734,6563394,2186172,312855,4898765,6177168.0,7106910,2706691,2966753,6283877.0,110749611.90670201
PC Jeweller,2023-04-01,295296896.98609596,178758925.6532265,50439413.167355396,35026470.873610154,24871122.382259343,16524639.541378519,14486219,601699,4479428,4147650,3311563.0,6767531,1437350,1762432,1503595.0,38669183.624135554
PC Jeweller,2023-05-01,337883114.2064811,232514912.6455577,44964224.33639438,46236741.133025244,39820499.865404665,15100994.306132255,7905180,1337296,113506,5240131,2444334.0,3037789,2402997,467897,5154354.0,46306057.91839676
PC Jeweller,2023-06-01,300842483.64925766,168795851.1394618,40200851.91029023,,31621573.805766482,22961445.149876412,3653822,2150773,3734229,2727399,6948925.0,1979445,2067830,2308972,3174873.0,73323381.44962923
PC Jeweller,2023-07-01,149379838.67756802,92127754.9152332,24882573.38599295,8564378.039064182,17328879.007954046,8092377.594085468,5305113,492937,1218574,2788140,2128052.0,3943931,1247569,1041670,1605860.0,23162574.782256402
PC Jeweller,2023-08-01,450105121.04541636,217590302.23303288,52637886.3412235,33844156.32711643,30869892.44560424,44969233.11778999,14404208,59760,6155987,366563,8930403.0,8422996,2026455,4280198,2416391.0,123704230.35336998
PC Jeweller,2023-09-01,140271984.17074305,66828534.2069854,16606581.279095659,14240230.991444962,15515214.53133458,14209217.171165498,4293091,193186,1317002,1304873,1947226.0,267519,1212051,1329330,118781.0,40462843.513496496
PC Jeweller,2023-10-01,131367101.298673,73492981.90865856,25173575.572504096,18504959.347817257,9847948.42591469,8175135.954377586,5220702,46185,68105,1928150,440836.0,1034267,273722,24381,1767256.0,21651771.86313276
PC Jeweller,2023-11-01,140092362.08367443,75570204.7242514,16978768.725824326,11450419.778979901,13571509.264239104,11885847.158399675,4946612,1325736,2175907,1601876,721197.0,2246773,624352,77974,1774758.0,32183831.47519903
PC Jeweller,2023-12-01,147860560.55628628,95806746.32341826,29167632.390080784,16814985.60865435,11559815.853545278,5721545.460696808,6310778,1212221,844642,709622,715329.0,3096833,491759,581434,2149604.0,12646388.382090423
GlaxoSmithKline,2021-01-01,143854110.01570204,80515049.48373334,25512438.572137665,10902015.69735916,17933114.18555925,9456655.489957757,4720983,1239524,1357418,2101036,7113397.0,4225953,996521,429516,1409674.0,32745522.469873272
GlaxoSmithKline,2021-02-01,217459869.81802478,125455564.98088045,22860108.128776006,30435373.517864533,32575098.96565609,17286049.177092083,9433908,268421,23613,1491509,10360624.0,1258339,1300814,1068499,908910.0,54521180.53127625
GlaxoSmithKline,2021-03-01,285264914.72652143,135788379.19141322,49928217.483191416,30413683.818197552,30951245.030805722,24887079.5129792,10635382,651681,1025324,4713082,1553892.0,5963818,1751249,1177424,3163077.0,69919187.5389376
GlaxoSmithKline,2021-04-01,373797117.89344156,259977653.64282653,59295847.4275683,19959168.56204021,33497736.69284657,13630904.205761682,14359749,947711,5189225,5247623,11421491.0,9819466,2146764,3141196,931025.0,38960563.61728504
GlaxoSmithKline,2021-05-01,140426857.50558427,57976038.43459739,19816588.4611274,20718025.949703466,9447584.050622296,15658557.65246487,5775275,338663,141302,2193574,1604858.0,2488568,1306383,479194,568765.0,45196190.957394615
GlaxoSmithKline,2021-06-01,218587053.37942234,147401730.32202294,28237557.840956565,22946417.422176152,19454895.67706428,10736941.304110706,2387959,1215870,836635,194500,9030171.0,675001,1804482,598887,3358847.0,39426770.91233212
GlaxoSmithKline,2021-07-01,131197276.96618882,66895151.45438217,14507480.939052844,19517960.151015848,,12448661.14318845,4049493,1127285,160880,671363,1775007.0,1953862,178076,1085883,1248499.0,36709265.429565355
GlaxoSmithKline,2021-08-01,162007315.00928807,107504396.47728464,19490744.43354125,13272110.150231544,13207176.753154378,8753043.524615545,7592330,373977,819132,1841251,1087636.0,241586,24970,1573239,2594917.0,21150532.573846634
GlaxoSmithKline,2021-09-01,188777523.6771933,81367740.17637362,34153265.36956418,21546866.75059664,20400168.873029254,18314129.532813877,7046710,38923,1923206,1588135,9323874.0,2325782,1442502,28026,613669.0,56923404.59844163
GlaxoSmithKline,2021-10-01,469980812.39254653,203652074.33609432,83494830.58947507,59129532.96957642,,45708476.86674429,6645764,3056156,4000570,5753876,,3921506,388670,2322958,535549.0,132766361.60023287
GlaxoSmithKline,2021-11-01,442101480.154116,224334244.71960086,63881266.90389843,48368872.125194155,51244059.72700076,38471492.132654175,18732073,3913795,4437858,629430,15664461.0,3496020,122958,3078163,7188635.0,112452231.39796253
GlaxoSmithKline,2021-12-01,173319380.3787783,80597510.69755937,32257416.485616308,9855707.248468624,13183310.706972532,15116113.298900656,3763114,659651,3126316,2177648,861064.0,826860,536900,1554801,3334711.0,42157272.89670197
GlaxoSmithKline,2022-01-01,169217562.55090013,87658984.70231867,22993853.708949856,22791959.670611497,20709104.368313216,14641181.034907902,6554700,286362,722716,2749889,1869683.0,2631339,378523,1154212,1577366.0,41552061.10472371
GlaxoSmithKline,2022-02-01,365002733.2731114,197409484.79171264,69239491.31250502,37216442.92346521,52667520.94724365,24588439.292223435,10910650,420169,678387,1826458,9223148.0,74007,1250467,553964,2376077.0,73646055.8766703
GlaxoSmithKline,2022-03-01,153432011.08765993,65721931.777112395,18901808.126842707,14223000.734968,,17202067.795926206,7273303,148517,2297121,1800749,5861546.0,2380417,1361571,464453,1065540.0,49846591.38777862
GlaxoSmithKline,2022-04-01,361185011.2996412,218462303.0121573,58064147.081888035,49176604.49036171,33593958.785162084,21164640.301398966,8289859,62959,1990789,2647832,17071075.0,918640,149207,2823009,3447184.0,72995138.9041969
GlaxoSmithKline,2022-05-01,189229488.4508943,81854338.26078184,25751106.074399006,24561850.825689137,17292627.08299369,20406011.02892836,2895952,42148,2119449,587448,953449.0,4508820,1833144,1365401,2517774.0,57785677.086785085
GlaxoSmithKline,2022-06-01,319522406.3820375,198353744.34749413,49067824.454165,44754420.187558375,39339268.50224984,18025209.3950946,4775168,930911,683673,743963,8460797.0,6616403,648879,2011386,485057.0,58752458.185283795
GlaxoSmithKline,2022-07-01,303659691.26036745,179496771.1671445,44258127.45245777,20160976.352105048,43704670.34466177,19976198.160191294,4953139,2472125,3781474,3069573,127956.0,3881095,2866500,165927,4759177.0,56863635.48057388
GlaxoSmithKline,2022-08-01,239517575.7323219,107056675.61300346,35135565.867075704,29410429.850838266,18245672.064342003,24331333.56306068,10230101,952303,558981,3835857,11168023.0,3681779,1301702,1322283,4157325.0,78161101.68918204
GlaxoSmithKline,2022-09-01,238191895.88400933,155368475.7434783,45713666.2024034,13519820.39379847,25815706.150462043,9277438.48453191,4845431,1322910,4383544,3978123,991964.0,6567812,315782,171151,1782420.0,24896337.453595728
GlaxoSmithKline,2022-10-01,237649639.55964664,120788482.01383594,35268686.491902836,33989595.06350488,,20398117.763476968,3322671,1439087,4159997,1934917,10835101.0,933686,1634389,396055,1541204.0,67920790.2904309
GlaxoSmithKline,2022-11-01,495316112.8738084,325431141.9477602,53751924.038257964,43445510.78302667,25414298.051427428,29033261.72194755,8805483,3418793,3859595,324707,17333213.0,9702772,819958,3427350,63332.0,95511420.16584265
GlaxoSmithKline,2022-12-01,312939526.0731955,158701389.41608375,61425025.70552261,32497035.516792443,16144727.784236997,23203277.737897288,7479166,1523987,1824957,2815602,14314335.0,8792359,1830121,92500,2196048.0,78959634.21369186
GlaxoSmithKline,2023-01-01,318803318.8399315,206051773.75608724,34096122.00210194,23714473.78085197,40315312.846442945,19663855.770435575,7814226,51055,789793,2059696,6761295.0,552914,2125540,731003,84918.0,59259594.31130673
